sample_id	ARO_id	drug_rgi	Resistance Mechanism	AMR Gene Family	gene_rgi	in_rgi	gene_amrf	drug_amrf	pct_id_amrf	in_amrf	consensus	detected_by	drug_class	gene_label	is_mac
CO16	ARO:3000518	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	CRP	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; penam	CRP	True
CO16	ARO:3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	adeF	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic	adeF	False
CO16	ARO:3002601	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	aadA	True				False	False	rgi_only	aminoglycoside antibiotic	aadA	False
CO16	ARO:3002603	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	aadA3	True	aadA2	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	aadA3	False
CO16	ARO:3002639	aminoglycoside antibiotic	antibiotic inactivation	APH(3'')	APH(3'')-Ib	True	aph(3'')-Ib	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(3'')-Ib	False
CO16	ARO:3002660	aminoglycoside antibiotic	antibiotic inactivation	APH(6)	APH(6)-Id	True	aph(6)-Id	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(6)-Id	False
CO16	ARO:3002683	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	catI	True	catA1	PHENICOL	100.0	True	True	both	phenicol antibiotic	catI	False
CO16	ARO:3002693	phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	cmlA1	True	cmlA1	PHENICOL	100.0	True	True	both	phenicol antibiotic	cmlA1	False
CO16	ARO:3002854	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	dfrA1	True	dfrA1	TRIMETHOPRIM	100.0	True	True	both	diaminopyrimidine antibiotic	dfrA1	False
CO16	ARO:3003306	fluoroquinolone antibiotic	antibiotic target alteration	fluoroquinolone resistant gyrB	Morganella morganii gyrB conferring resistance to fluoroquinolones	True				False	False	rgi_only	fluoroquinolone antibiotic	Morganella morganii gyrB conferring resistance to fluoroquinolones	False
CO16	ARO:3003369	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	True				False	False	rgi_only	elfamycin antibiotic	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	False
CO16	ARO:3004085	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	lnuG	True	lnu(G)	LINCOSAMIDE	100.0	True	True	both	lincosamide antibiotic	lnuG	False
CO16	ARO:3004089					False	aadA1	AMINOGLYCOSIDE	100.0	True	False	amrf_only	AMINOGLYCOSIDE	aadA1	False
CO16	ARO:3004446	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	True				False	False	rgi_only	cephalosporin; cephamycin; penam	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	False
CO16	ARO:3004597	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	Klebsiella pneumoniae KpnH	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	Klebsiella pneumoniae KpnH	True
CO16	ARO:3004657	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	catA4	True	catA	PHENICOL	97.24	True	True	both	phenicol antibiotic	catA4	False
CO16	ARO:3005010	acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	qacEdelta1	True	qacEdelta1	QUATERNARY AMMONIUM	100.0	True	True	both	acridine dye; disinfecting agents and intercalating dyes	qacEdelta1	False
CO16	ARO:3005069	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	rsmA	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	rsmA	False
CO16	ARO:3005098	disinfecting agents and intercalating dyes	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	qacL	True	qacL	QUATERNARY AMMONIUM	100.0	True	True	both	disinfecting agents and intercalating dyes	qacL	False
CO17	ARO:3000194					False	tet(W)	TETRACYCLINE	97.97	True	False	amrf_only	TETRACYCLINE	tet(W)	False
CO17	ARO:3000230	aminoglycoside antibiotic	antibiotic inactivation	ANT(2'')	ANT(2'')-Ia	True	ant(2'')-Ia	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	ANT(2'')-Ia	False
CO17	ARO:3000375	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmB	True	erm(B)	MACROLIDE	100.0	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmB	True
CO17	ARO:3000596	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmX	True	erm(X)	MACROLIDE	99.65	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmX	True
CO17	ARO:3003109					False	msr(D)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	msr(D)	True
CO17	ARO:3004032					False	tetA(46)	TETRACYCLINE	99.07	True	False	amrf_only	TETRACYCLINE	tetA(46)	False
CO17	ARO:3004033					False	tetB(46)	TETRACYCLINE	92.5	True	False	amrf_only	TETRACYCLINE	tetB(46)	False
CO17	ARO:3004442	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tet(W/N/W)	True				False	False	rgi_only	tetracycline antibiotic	tet(W/N/W)	False
CO17	ARO:3004836	macrolide antibiotic	antibiotic target alteration	23S rRNA with mutation conferring resistance to macrolide antibiotics	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	True				False	False	rgi_only	macrolide antibiotic	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	True
CO18	ARO:3000194	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetW	True	tet(W)	TETRACYCLINE	99.84	True	True	both	tetracycline antibiotic	tetW	False
CO18	ARO:3000375	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmB	True	erm(B)	MACROLIDE	100.0	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmB	True
CO18	ARO:3000596	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmX	True	erm(X)	MACROLIDE	99.65	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmX	True
CO18	ARO:3000873	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	TEM-1	True	blaTEM	BETA-LACTAM	99.65	True	True	both	monobactam; cephalosporin; penam; penem	TEM-1	False
CO19	ARO:3000024	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	patA	True				False	False	rgi_only	fluoroquinolone antibiotic	patA	False
CO19	ARO:3000025	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	patB	True				False	False	rgi_only	fluoroquinolone antibiotic	patB	False
CO19	ARO:3000186	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetM	True	tet(M)	TETRACYCLINE	100.0	True	True	both	tetracycline antibiotic	tetM	False
CO19	ARO:3000191					False	tet(Q)	TETRACYCLINE	98.4	True	False	amrf_only	TETRACYCLINE	tet(Q)	False
CO19	ARO:3000250	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmC	True	erm(C)	MACROLIDE	100.0	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmC	True
CO19	ARO:3000375	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmB	True	erm(B)	MACROLIDE	100.0	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmB	True
CO19	ARO:3000410					False	sul1	SULFONAMIDE	100.0	True	False	amrf_only	SULFONAMIDE	sul1	False
CO19	ARO:3000412	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	sul2	True	sul2	SULFONAMIDE	100.0	True	True	both	sulfonamide antibiotic	sul2	False
CO19	ARO:3000498	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmF	True	erm(F)	MACROLIDE	99.62	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmF	True
CO19	ARO:3000596					False	erm(X)	MACROLIDE	98.92	True	False	amrf_only	MACROLIDE	erm(X)	True
CO19	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO19	ARO:3000822	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	pmrA	True				False	False	rgi_only	fluoroquinolone antibiotic	pmrA	False
CO19	ARO:3000873	monobactam; cephalosporin; penam; penem	antibiotic inactivation	TEM beta-lactamase	TEM-1	True	blaTEM-1	BETA-LACTAM	100.0	True	True	both	monobactam; cephalosporin; penam; penem	TEM-1	False
CO19	ARO:3001301	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration	non-erm 23S ribosomal RNA methyltransferase (G748)	RlmA(II)	True				False	False	rgi_only	macrolide antibiotic; lincosamide antibiotic	RlmA(II)	True
CO19	ARO:3002601	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	aadA	True				False	False	rgi_only	aminoglycoside antibiotic	aadA	False
CO19	ARO:3002639	aminoglycoside antibiotic	antibiotic inactivation	APH(3'')	APH(3'')-Ib	True	aph(3'')-Ib	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(3'')-Ib	False
CO19	ARO:3002641	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-Ia	True	aph(3')-Ia	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(3')-Ia	False
CO19	ARO:3002642	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-Ib	True	aph(3')-Ib	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(3')-Ib	False
CO19	ARO:3002647	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-IIIa	True	aph(3')-IIIa	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(3')-IIIa	False
CO19	ARO:3002660					False	aph(6)-Id	AMINOGLYCOSIDE	100.0	True	False	amrf_only	AMINOGLYCOSIDE	aph(6)-Id	False
CO19	ARO:3003003	cephamycin	antibiotic inactivation	CfxA beta-lactamase	CfxA3	True	cfxA3	BETA-LACTAM	100.0	True	True	both	cephamycin	CfxA3	False
CO19	ARO:3003109					False	msr(D)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	msr(D)	True
CO19	ARO:3003479	tetracycline antibiotic	antibiotic target alteration; antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetR	True				False	False	rgi_only	tetracycline antibiotic	tetR	False
CO19	ARO:3003962	antibacterial free fatty acids	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	farB	True				False	False	rgi_only	antibacterial free fatty acids	farB	False
CO19	ARO:3004089					False	aadA1	AMINOGLYCOSIDE	100.0	True	False	amrf_only	AMINOGLYCOSIDE	aadA1	False
CO19	ARO:3004832	cephalosporin; cephamycin; penam	antibiotic target alteration	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	True				False	False	rgi_only	cephalosporin; cephamycin; penam	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	False
CO19	ARO:3004836	macrolide antibiotic	antibiotic target alteration	23S rRNA with mutation conferring resistance to macrolide antibiotics	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	True				False	False	rgi_only	macrolide antibiotic	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	True
CO19	ARO:3005010	acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	qacEdelta1	True	qacEdelta1	QUATERNARY AMMONIUM	100.0	True	True	both	acridine dye; disinfecting agents and intercalating dyes	qacEdelta1	False
CO2	ARO:3000149	fosfomycin	antibiotic inactivation	fosfomycin thiol transferase	FosA	True				False	False	rgi_only	fosfomycin	FosA	False
CO2	ARO:3000378	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexB	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexB	True
CO2	ARO:3000379	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprM	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	OprM	True
CO2	ARO:3000506	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexR	True
CO2	ARO:3000596					False	erm(X)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	erm(X)	True
CO2	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO2	ARO:3000800	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexC	True
CO2	ARO:3000801	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexD	True
CO2	ARO:3000802	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprJ	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprJ	True
CO2	ARO:3000803	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexE	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexE	False
CO2	ARO:3000804	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexF	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexF	False
CO2	ARO:3000805	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprN	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprN	False
CO2	ARO:3000806	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexG	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexG	False
CO2	ARO:3000807	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexH	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexH	False
CO2	ARO:3000808	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexI	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexI	False
CO2	ARO:3000809	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmD	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	OpmD	False
CO2	ARO:3000813	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexS	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexS	False
CO2	ARO:3000814	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexT	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexT	False
CO2	ARO:3000818	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalC	True
CO2	ARO:3000819	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalD	True
CO2	ARO:3002502	monobactam; carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation	PDC beta-lactamase	PDC-5	True	blaPDC-5	BETA-LACTAM	100.0	True	True	both	monobactam; carbapenem; cephalosporin; cephamycin; penam	PDC-5	False
CO2	ARO:3002645	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-IIb	True	aph(3')-IIb	AMINOGLYCOSIDE	100.0	True	True	both	aminoglycoside antibiotic	APH(3')-IIb	False
CO2	ARO:3002679					False	catB7	PHENICOL	98.11	True	False	amrf_only	PHENICOL	catB7	False
CO2	ARO:3002702					False	crpP	FLUOROQUINOLONE	95.38	True	False	amrf_only	FLUOROQUINOLONE	crpP	False
CO2	ARO:3002804					False	fosA	FOSFOMYCIN	100.0	True	False	amrf_only	FOSFOMYCIN	fosA	False
CO2	ARO:3002985	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	arnA	True				False	False	rgi_only	peptide antibiotic	arnA	False
CO2	ARO:3003030	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexV	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexV	True
CO2	ARO:3003031	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexW	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexW	True
CO2	ARO:3003033	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexY	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	mexY	True
CO2	ARO:3003582	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	basR	True				False	False	rgi_only	peptide antibiotic	basR	False
CO2	ARO:3003583	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	basS	True				False	False	rgi_only	peptide antibiotic	basS	False
CO2	ARO:3003679	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriA	True				False	False	rgi_only	triclosan	TriA	False
CO2	ARO:3003680	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriB	True				False	False	rgi_only	triclosan	TriB	False
CO2	ARO:3003681	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriC	True				False	False	rgi_only	triclosan	TriC	False
CO2	ARO:3003682	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmH	True				False	False	rgi_only	triclosan	OpmH	False
CO2	ARO:3003692	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexJ	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexJ	True
CO2	ARO:3003693	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexK	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexK	True
CO2	ARO:3003698	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexP	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	mexP	True
CO2	ARO:3003699	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexQ	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	mexQ	True
CO2	ARO:3003700	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	opmE	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	opmE	True
CO2	ARO:3003704	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexM	True				False	False	rgi_only	phenicol antibiotic	mexM	False
CO2	ARO:3003705	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexN	True				False	False	rgi_only	phenicol antibiotic	mexN	False
CO2	ARO:3003709	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexZ	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexZ	True
CO2	ARO:3003710	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexL	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexL	True
CO2	ARO:3003801	bicyclomycin	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	bcr-1	True				False	False	rgi_only	bicyclomycin	bcr-1	False
