sample_id	contig	status	taxid	organism	is_PA	broad_group	PA_pct	on_plasmid	plasmid_score	n_hallmarks	conjugation_genes	length	mapped_reads	library_size_M	rpkm
CO16	NODE_87_length_17621_cov_10.259763	C	584	Fusobacterium sp.	False	Oral anaerobes	0.0	False				17621	1938	1.291551	85.15529572960006
CO17	NODE_1624_length_1470_cov_6.383746	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.1693	False				1470	92	0.92809	67.43422945361489
CO17	NODE_164_length_4641_cov_6.237680	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.1693	False				4641	323	0.92809	74.9895695428995
CO17	NODE_1866_length_1367_cov_11.317835	C	1352	Klebsiella pneumoniae	False	Enterobacteria / other	0.1693	False				1367	159	0.92809	125.32523178487808
CO17	NODE_2067_length_1294_cov_2.012914	C	113107	Other/Unknown	False	Other/Unclassified	0.1693	False				1294	28	0.92809	23.31490562051264
CO17	NODE_2477_length_1173_cov_2.050089	C	1316408	Haemophilus sp.	False	Haemophilus spp.	0.1693	False				1173	27	0.92809	24.801369278086423
CO17	NODE_39_length_18336_cov_7.534325	C	28449	Actinomyces sp.	False	Rothia / Actinomyces	0.1693	False				18336	1502	0.92809	88.2622997404811
CO17	NODE_7046_length_635_cov_1.127586	C	470	Acinetobacter sp.	False	Other/Unclassified	0.1693	False				635	7	0.92809	11.877751131080062
CO17	NODE_776_length_2142_cov_25.445137	C	28449	Actinomyces sp.	False	Rothia / Actinomyces	0.1693	False				2142	572	0.92809	287.73087673942246
CO18	NODE_1273_length_1202_cov_13.878814	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				1202	167	1.010841	137.4450661905069
CO18	NODE_345_length_2102_cov_2.118222	C	1352	Klebsiella pneumoniae	False	Enterobacteria / other	0.0	False				2102	47	1.010841	22.119856108999404
CO18	NODE_395_length_1996_cov_1.930963	C	2529121	Other/Unknown	False	Other/Unclassified	0.0	False				1996	40	1.010841	19.82515564794131
CO18	NODE_47_length_4973_cov_12.731395	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				4973	599	1.010841	119.15863358788064
CO19	NODE_11095_length_1063_cov_29.941468	C	1224	Proteobacteria (unclassified)	False	Other/Unclassified	0.0	False				1063	310	8.762682	33.28061767232366
CO19	NODE_1116_length_5414_cov_5.652920	C	483	Other/Unknown	False	Other/Unclassified	0.0	False				5414	327	8.762682	6.892748777671613
CO19	NODE_118_length_31657_cov_17.446902	C	641149	Other/Unknown	False	Other/Unclassified	0.0	True	0.9994	7.0	F_traV;F_traB;F_traK;F_traL;MOBH;t4cp1;G_tfc7	31657	6022	8.762682	21.708706328923352
CO19	NODE_12251_length_996_cov_18.683159	C	738	Other/Unknown	False	Other/Unclassified	0.0	False				996	189	8.762682	21.655360327417828
CO19	NODE_1229_length_5020_cov_7.141994	C	76123	Other/Unknown	False	Other/Unclassified	0.0	False				5020	380	8.762682	8.638589321782815
CO19	NODE_13530_length_931_cov_4.552511	C	712	Other/Unknown	False	Other/Unclassified	0.0	False				931	44	8.762682	5.393441148158145
CO19	NODE_19630_length_717_cov_3.063444	C	1224	Proteobacteria (unclassified)	False	Other/Unclassified	0.0	False				717	23	8.762682	3.660763132544388
CO19	NODE_1_length_685764_cov_19.573019	C	47671	Other/Unknown	False	Other/Unclassified	0.0	False				685764	143844	8.762682	23.937567584477765
CO19	NODE_2092_length_3402_cov_111.069316	C	1301	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				3402	3902	8.762682	130.8928441308941
CO19	NODE_21328_length_677_cov_482.446945	C	28449	Actinomyces sp.	False	Rothia / Actinomyces	0.0	False				677	3011	8.762682	507.55724981885265
CO19	NODE_2192_length_3289_cov_6.672233	C	483	Other/Unknown	False	Other/Unclassified	0.0	False				3289	242	8.762682	8.39681222229972
CO19	NODE_2301_length_3171_cov_45.247754	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.0	False				3171	1958	8.762682	70.46596343349664
CO19	NODE_2629_length_2889_cov_10.757234	C	88719	Other/Unknown	False	Other/Unclassified	0.0	False				2889	325	8.762682	12.83804128043638
CO19	NODE_2813_length_2757_cov_22.676906	C	340189	Other/Unknown	False	Other/Unclassified	0.0	True	1.0	1.0		2757	657	8.762682	27.195155857572853
CO19	NODE_28436_length_559_cov_1.025794	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				559	6	8.762682	1.2249049542043988
CO19	NODE_293_length_15779_cov_5.770033	C	889201	Other/Unknown	False	Other/Unclassified	0.0	False				15779	1010	8.762682	7.304741408351411
CO19	NODE_29_length_71362_cov_20.934649	C	712623	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				71362	14296	8.762682	22.861802838453013
CO19	NODE_3081_length_2570_cov_32.029026	C	1054460	Other/Unknown	False	Other/Unclassified	0.0	True	0.9954	0.0		2570	870	8.762682	38.63216772880838
CO19	NODE_3381_length_2406_cov_4.578903	C	1280	Staphylococcus aureus	False	Staphylococcus aureus	0.0	True	1.0	1.0		2406	118	8.762682	5.596923011168645
CO19	NODE_340_length_13840_cov_20.935219	C	712623	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				13840	2923	8.762682	24.1021438373911
CO19	NODE_408_length_11816_cov_22.348610	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.0	False				11816	3069	8.762682	29.64076135733179
CO19	NODE_4125_length_2095_cov_2.588235	C	2	Bacteria (unclassified)	False	Other/Unclassified	0.0	False				2095	57	8.762682	3.1049440378532025
CO19	NODE_449_length_10931_cov_8.272894	C	388919	Neisseria sp.	False	Neisseria spp.	0.0	False				10931	949	8.762682	9.907618303614274
CO19	NODE_4583_length_1943_cov_11.552436	C	2650157	Rothia sp.	False	Rothia / Actinomyces	0.0	False				1943	228	8.762682	13.3913695508028
CO19	NODE_568_length_9014_cov_6.705101	C	28037	Streptococcus parasanguinis	False	Streptococcus / oral Firmicutes	0.0	True	1.0	1.0		9014	617	8.762682	7.81143024591302
CO19	NODE_806_length_6903_cov_8.099591	C	1077464	Other/Unknown	False	Other/Unclassified	0.0	False				6903	596	8.762682	9.853064710091129
CO19	NODE_8110_length_1318_cov_2.447348	C	171549	Bacteroidales (unclassified)	False	Other/Unclassified	0.0	False				1318	42	8.762682	3.6366108389998577
CO19	NODE_9788_length_1159_cov_34.558877	C	470	Acinetobacter sp.	False	Other/Unclassified	0.0	False				1159	399	8.762682	39.2873203754247
CO2	NODE_10_length_243597_cov_620.726257	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	95.9191	True	0.9983	0.0		243597	1645504	39.760859	169.89134260674643
CO2	NODE_11_length_218901_cov_645.552398	C	1448140	Prevotella sp.	False	Oral anaerobes	95.9191	False				218901	1550090	39.760859	178.09569046547404
CO2	NODE_12_length_203611_cov_525.847865	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	95.9191	True	0.9978	1.0	T_virB9	203611	1145274	39.760859	141.46610825302875
CO2	NODE_13_length_140762_cov_624.416148	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	95.9191	False				140762	796871	39.760859	142.37929392730948
CO2	NODE_15_length_132296_cov_515.102464	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	95.9191	False				132296	745704	39.760859	141.76336091675398
CO2	NODE_17_length_130799_cov_589.171388	C	798130	Stenotrophomonas maltophilia	False	Stenotrophomonas spp.	95.9191	False				130799	843306	39.760859	162.1530075493038
CO2	NODE_19_length_116578_cov_577.973636	C	1457392	Granulicatella sp.	False	Streptococcus / oral Firmicutes	95.9191	False				116578	738638	39.760859	159.35264919168006
CO2	NODE_1_length_908589_cov_555.770630	C	1457392	Granulicatella sp.	False	Streptococcus / oral Firmicutes	95.9191	False				908589	5544660	39.760859	153.47996348854207
CO2	NODE_20_length_104570_cov_219.883146	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	95.9191	True	0.9999	18.0	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	104570	248319	39.760859	59.72375211302733
CO2	NODE_23_length_76758_cov_601.129408	C	1457392	Granulicatella sp.	False	Streptococcus / oral Firmicutes	95.9191	True	0.8298	0.0		76758	505777	39.760859	165.7218097900089
CO2	NODE_2_length_547662_cov_618.037854	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	95.9191	False				547662	3713009	39.760859	170.51305497400165
CO2	NODE_3_length_479408_cov_549.477337	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	95.9191	False				479408	2886620	39.760859	151.43580865117227
CO2	NODE_4637_length_738_cov_1.856515	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	95.9191	False				738	13	39.760859	0.443028058115181
CO2	NODE_4_length_394774_cov_598.267616	C	1352354	Haemophilus sp.	False	Haemophilus spp.	95.9191	False				394774	2573126	39.760859	163.9293635031054
CO2	NODE_5432_length_689_cov_2.110410	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	95.9191	False				689	15	39.760859	0.5475405384989454
CO2	NODE_5_length_376253_cov_541.942017	C	287	Pseudomonas aeruginosa	True	Pseudomonas aeruginosa	95.9191	False				376253	2235213	39.760859	149.41121067462797
CO2	NODE_6_length_340994_cov_543.706710	C	1009714	Achromobacter xylosoxidans	False	Achromobacter spp.	95.9191	False				340994	2032689	39.760859	149.923061175338
CO2	NODE_7_length_321582_cov_565.262634	C	1457392	Granulicatella sp.	False	Streptococcus / oral Firmicutes	95.9191	False				321582	1992917	39.760859	155.86252999931406
CO2	NODE_8_length_317226_cov_509.413953	C	388272	Neisseria sp.	False	Neisseria spp.	95.9191	False				317226	1765787	39.760859	139.99540512331004
CO2	NODE_9_length_290920_cov_506.560727	C	1352355	Haemophilus parainfluenzae	False	Haemophilus spp.	95.9191	True	0.9959	0.0		290920	1606582	39.760859	138.8908256309292
CO20	NODE_11_length_95643_cov_8.867159	C	1167634	Achromobacter sp.	False	Achromobacter spp.	0.0	True	0.9998	0.0		95643	9214	0.928406	103.76647873095808
CO20	NODE_45_length_45346_cov_10.540593	C	1167634	Achromobacter sp.	False	Achromobacter spp.	0.0	True	0.9999	0.0		45346	5166	0.928406	122.70930027693856
CO20	NODE_55_length_40986_cov_10.128142	C	1167634	Achromobacter sp.	False	Achromobacter spp.	0.0	False				40986	4385	0.928406	115.23810909805424
CO20	NODE_66_length_35417_cov_10.196086	C	85698	Achromobacter xylosoxidans	False	Achromobacter spp.	0.0	True	0.7737	0.0		35417	3895	0.928406	118.45618783733916
CO20	NODE_7_length_111633_cov_9.644186	C	1167634	Achromobacter sp.	False	Achromobacter spp.	0.0	True	0.9998	0.0		111633	11693	0.928406	112.82242109105644
CO20	NODE_95_length_20126_cov_9.513527	C	85698	Achromobacter xylosoxidans	False	Achromobacter spp.	0.0	False				20126	2076	0.928406	111.10457497001684
CO20	NODE_9_length_109898_cov_10.163597	C	1167634	Achromobacter sp.	False	Achromobacter spp.	0.0	False				109898	12043	0.928406	118.03395487490268
CO21	NODE_10083_length_1354_cov_6.528868	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				1354	89	11.536708	5.6975670106975755
CO21	NODE_1014_length_9383_cov_5.491745	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				9383	536	11.536708	4.951550045218884
CO21	NODE_1059_length_9087_cov_5.083924	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				9087	477	11.536708	4.550047709093143
CO21	NODE_10863_length_1251_cov_5.376254	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				1251	66	11.536708	4.573037105991416
CO21	NODE_10989_length_1238_cov_14.021133	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.047	False				1238	171	11.536708	11.972740377328895
CO21	NODE_1104_length_8887_cov_5.313745	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	True	0.866	0.0		8887	495	11.536708	4.828009524807522
CO21	NODE_1154_length_8663_cov_8.429600	C	321314	Other/Unknown	False	Other/Unclassified	0.047	False				8663	764	11.536708	7.64439542003921
CO21	NODE_11757_length_1152_cov_23.414768	C	2650157	Rothia sp.	False	Rothia / Actinomyces	0.047	False				1152	264	11.536708	19.86412992915021
CO21	NODE_12919_length_1047_cov_10.966734	C	1239	Firmicutes (unclassified)	False	Other/Unclassified	0.047	False				1047	108	11.536708	8.941186902206711
CO21	NODE_13099_length_1034_cov_6.643514	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				1034	61	11.536708	5.113607563966222
CO21	NODE_13355_length_1013_cov_10.596033	C	543	Other/Unknown	False	Other/Unclassified	0.047	False				1013	100	11.536708	8.556746267604865
CO21	NODE_1451_length_7370_cov_17.082023	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.047	False				7370	979	11.536708	11.514187660424652
CO21	NODE_1472_length_7313_cov_5.973546	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	True	0.9385	0.0		7313	461	11.536708	5.464160549360862
CO21	NODE_1711_length_6575_cov_12.981442	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.047	False				6575	740	11.536708	9.755601729463054
CO21	NODE_1891_length_6144_cov_4.532271	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				6144	294	11.536708	4.1477657664560805
CO21	NODE_1899_length_6119_cov_6.227737	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				6119	391	11.536708	5.538783676927173
CO21	NODE_1971_length_5973_cov_5.131125	C	388919	Neisseria sp.	False	Neisseria spp.	0.047	False				5973	328	11.536708	4.759917531993073
CO21	NODE_1975_length_5962_cov_6.047401	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	True	0.9921	0.0		5962	375	11.536708	5.452019437112375
CO21	NODE_2386_length_5202_cov_126.054983	C	1301	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.047	False				5202	7009	11.536708	116.7895033435368
CO21	NODE_244_length_22120_cov_7.039882	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				22120	1659	11.536708	6.500987976812795
CO21	NODE_26149_length_538_cov_1.254658	C	1279	Other/Unknown	False	Other/Unclassified	0.047	False				538	7	11.536708	1.127804605642864
CO21	NODE_2619_length_4846_cov_8.173033	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				4846	416	11.536708	7.440943729135021
CO21	NODE_2662_length_4767_cov_13.749363	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.047	False				4767	431	11.536708	7.837006693255898
CO21	NODE_300_length_19328_cov_9.565610	C	28132	Neisseria elongata	False	Neisseria spp.	0.047	False				19328	1959	11.536708	8.785482510055372
CO21	NODE_304_length_19163_cov_4.983881	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.047	False				19163	1032	11.536708	4.6680370798384425
CO21	NODE_3090_length_4227_cov_59.973873	C	712633	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.047	False				4227	2123	11.536708	43.53472904273658
CO21	NODE_313_length_18900_cov_6.564924	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				18900	1297	11.536708	5.948346670847405
CO21	NODE_3338_length_3964_cov_5.502686	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				3964	222	11.536708	4.854420890859202
CO21	NODE_3363_length_3939_cov_5.447219	C	388919	Neisseria sp.	False	Neisseria spp.	0.047	False				3939	227	11.536708	4.995258596044697
CO21	NODE_337_length_17910_cov_5.946626	C	290338	Other/Unknown	False	Other/Unclassified	0.047	True	0.9265	0.0		17910	1122	11.536708	5.4301943122903085
CO21	NODE_3556_length_3767_cov_6.819504	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				3767	269	11.536708	6.18977352716624
CO21	NODE_372_length_17024_cov_352.001945	C	2576376	Other/Unknown	False	Other/Unclassified	0.047	True	1.0	0.0		17024	37959	11.536708	193.2730283614011
CO21	NODE_3744_length_3599_cov_9.806998	C	1114965	Other/Unknown	False	Other/Unclassified	0.047	False				3599	376	11.536708	9.055743185261132
CO21	NODE_4239_length_3208_cov_11.471297	C	727	Haemophilus influenzae	False	Haemophilus spp.	0.047	True	1.0	0.0		3208	307	11.536708	8.29510934697227
CO21	NODE_4735_length_2903_cov_12.244382	C	562	Other/Unknown	False	Other/Unclassified	0.047	False				2903	371	11.536708	11.077581992869662
CO21	NODE_4838_length_2850_cov_179.054025	C	28449	Actinomyces sp.	False	Rothia / Actinomyces	0.047	False				2850	4799	11.536708	145.9566844478344
CO21	NODE_4870_length_2833_cov_5.301296	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	True	0.7957	0.0		2833	147	11.536708	4.497683174921666
CO21	NODE_51_length_53721_cov_40.235736	C	680646	Actinomyces sp.	False	Rothia / Actinomyces	0.047	False				53721	23493	11.536708	37.90639552236258
CO21	NODE_5410_length_2569_cov_9.219570	C	1191061	Other/Unknown	False	Other/Unclassified	0.047	False				2569	246	11.536708	8.300210418040471
CO21	NODE_5893_length_2343_cov_24.926573	C	588	Other/Unknown	False	Other/Unclassified	0.047	False				2343	599	11.536708	22.160146809565312
CO21	NODE_633_length_12290_cov_5.859174	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				12290	763	11.536708	5.3813439938249665
CO21	NODE_638_length_12268_cov_8.149840	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				12268	1057	11.536708	7.468258114869171
CO21	NODE_6419_length_2156_cov_4.435983	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				2156	98	11.536708	3.939992713219876
CO21	NODE_6553_length_2109_cov_3.592502	C	171549	Bacteroidales (unclassified)	False	Other/Unclassified	0.047	False				2109	77	11.536708	3.1646977981007445
CO21	NODE_706_length_11588_cov_4.916500	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				11588	602	11.536708	4.503043104408357
CO21	NODE_711_length_11557_cov_19.531821	C	1670641	Other/Unknown	False	Other/Unclassified	0.047	False				11557	2412	11.536708	18.09048830443017
CO21	NODE_7788_length_1782_cov_54.573827	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.047	False				1782	1239	11.536708	60.26729594665959
CO21	NODE_874_length_10314_cov_48.457452	C	712623	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.047	False				10314	5892	11.536708	49.51692994555102
CO21	NODE_8760_length_1580_cov_3.238033	C	2	Bacteria (unclassified)	False	Other/Unclassified	0.047	False				1580	54	11.536708	2.9624755337374764
CO21	NODE_997_length_9521_cov_4.629939	C	545	Citrobacter freundii	False	Enterobacteria / other	0.047	False				9521	474	11.536708	4.315328643362763
CO22	NODE_103_length_30180_cov_16.096299	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.0	False				30180	5643	4.940834	37.84343517971332
CO22	NODE_1211_length_5868_cov_3.770342	C	1177574	Bacteroides sp.	False	Oral anaerobes	0.0	False				5868	240	4.940834	8.277913303912355
CO22	NODE_1314_length_5511_cov_28.380865	C	1301	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				5511	1700	4.940834	62.4335812878093
CO22	NODE_1358_length_5406_cov_52.901514	C	488	Neisseria meningitidis	False	Neisseria spp.	0.0	False				5406	2906	4.940834	108.79759761294665
CO22	NODE_18055_length_903_cov_17.765330	C	2650157	Rothia sp.	False	Rothia / Actinomyces	0.0	False				903	156	4.940834	34.965245762771325
CO22	NODE_1931_length_4227_cov_5.086529	C	1302	Other/Unknown	False	Other/Unclassified	0.0	False				4227	309	4.940834	14.795374711786854
CO22	NODE_2021_length_4100_cov_11.984425	C	712623	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				4100	555	4.940834	27.397369281893827
CO22	NODE_2281_length_3799_cov_8.970085	C	171549	Bacteroidales (unclassified)	False	Other/Unclassified	0.0	False				3799	371	4.940834	19.76534290184885
CO22	NODE_2559_length_3496_cov_4.795408	C	2610896	Prevotella sp.	False	Oral anaerobes	0.0	False				3496	209	4.940834	12.09969990808276
CO22	NODE_36_length_64503_cov_11.403240	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.0	False				64503	8588	4.940834	26.947089137718912
CO22	NODE_3727_length_2726_cov_2.326469	C	1301	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				2726	69	4.940834	5.122983726839816
CO22	NODE_5500_length_2092_cov_5.328915	C	1759399	Other/Unknown	False	Other/Unclassified	0.0	False				2092	145	4.940834	14.02833276323866
CO22	NODE_6857_length_1798_cov_2.645439	C	28129	Gemella sp.	False	Streptococcus / oral Firmicutes	0.0	False				1798	53	4.940834	5.966036682355298
CO22	NODE_6964_length_1775_cov_4.659884	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.0	False				1775	130	4.940834	14.823294330414322
CO22	NODE_7128_length_1747_cov_49.646572	C	1871022	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				1747	897	4.940834	103.92003280580964
CO23	NODE_143_length_6502_cov_3.897006	C	1660	Bifidobacterium sp.	False	Other/Unclassified	0.0	False				6502	320	15.111273	3.2568815321675872
CO23	NODE_17_length_116666_cov_188.916260	C	60552	Porphyromonas sp.	False	Oral anaerobes	0.0	True	0.9992	0.0		116666	239036	15.111273	135.58696927470086
CO23	NODE_1869_length_1408_cov_2.521803	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				1408	37	15.111273	1.738993736061091
CO23	NODE_1_length_415093_cov_186.896453	C	60552	Porphyromonas sp.	False	Oral anaerobes	0.0	True	0.999	2.0		415093	842264	15.111273	134.27704561384454
CO23	NODE_3_length_217296_cov_173.904751	C	60552	Porphyromonas sp.	False	Oral anaerobes	0.0	False				217296	408592	15.111273	124.43343088060476
CO23	NODE_44_length_53776_cov_185.993876	C	1055524	Veillonella sp.	False	Other/Unclassified	0.0	True	0.9998	1.0		53776	106006	15.111273	130.44904395145022
CO23	NODE_5805_length_673_cov_1.529126	C	28132	Neisseria elongata	False	Neisseria spp.	0.0	False				673	10	15.111273	0.9832951208280856
CO23	NODE_8_length_165092_cov_159.744791	C	60552	Porphyromonas sp.	False	Oral anaerobes	0.0	False				165092	285956	15.111273	114.62309556588468
CO24	NODE_10603_length_928_cov_3.931271	C	1	Other/Unknown	False	Other/Unclassified	0.0	False				928	42	22.309219	2.0286958808219673
CO24	NODE_10950_length_903_cov_191.880896	C	2650157	Rothia sp.	False	Rothia / Actinomyces	0.0	False				903	1650	22.309219	81.90526637964975
CO24	NODE_1296_length_7127_cov_5.420390	C	186826	Other/Unknown	False	Other/Unclassified	0.0	True	0.9999	1.0		7127	414	22.309219	2.603809550016882
CO24	NODE_1387_length_6679_cov_14.638738	C	1191061	Other/Unknown	False	Other/Unclassified	0.0	True	0.9997	0.0		6679	1048	22.309219	7.033402515054718
CO24	NODE_1448_length_6447_cov_3.630319	U	0	Unclassified	False	Other/Unclassified	0.0	False				6447	255	22.309219	1.7729567581736445
CO24	NODE_146_length_44347_cov_160.946717	C	553174	Other/Unknown	False	Other/Unclassified	0.0	False				44347	74774	22.309219	75.57914959379649
CO24	NODE_1596_length_5868_cov_4.484948	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.0	False				5868	292	22.309219	2.2305315959100747
CO24	NODE_1672_length_5605_cov_22.897658	C	2610896	Prevotella sp.	False	Oral anaerobes	0.0	False				5605	1399	22.309219	11.188135842090384
CO24	NODE_1747_length_5377_cov_36.737505	C	1314	Other/Unknown	False	Other/Unclassified	0.0	True	1.0	0.0		5377	2117	22.309219	17.648038996615647
CO24	NODE_1_length_603488_cov_120.003009	C	680646	Actinomyces sp.	False	Rothia / Actinomyces	0.0	False				603488	781057	22.309219	58.013587599993606
CO24	NODE_256_length_29625_cov_16.184207	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.0	False				29625	4565	22.309219	6.9071367762457045
CO24	NODE_2936_length_3224_cov_4.028400	C	365659	Streptococcus sanguinis	False	Streptococcus / oral Firmicutes	0.0	False				3224	139	22.309219	1.9325707421938676
CO24	NODE_2_length_395158_cov_151.954088	C	28132	Neisseria elongata	False	Neisseria spp.	0.0	False				395158	624225	22.309219	70.8086007790527
CO24	NODE_3214_length_2931_cov_8.927330	C	1239	Firmicutes (unclassified)	False	Other/Unclassified	0.0	False				2931	273	22.309219	4.175057507034496
CO24	NODE_3673_length_2554_cov_14.691076	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.0	False				2554	313	22.309219	5.493372863548048
CO24	NODE_367_length_21926_cov_11.710164	C	727	Haemophilus influenzae	False	Haemophilus spp.	0.0	True	0.9999	2.0	MOBH;G_tfc23;G_tfc22	21926	2729	22.309219	5.579043647389925
CO24	NODE_3712_length_2528_cov_29.060655	C	1280	Staphylococcus aureus	False	Staphylococcus aureus	0.0	True	1.0	1.0		2528	763	22.309219	13.528919154595442
CO24	NODE_3964_length_2366_cov_33.060147	C	1280	Staphylococcus aureus	False	Staphylococcus aureus	0.0	True	1.0	1.0		2366	802	22.309219	15.194109824468002
CO24	NODE_415_length_19337_cov_4.793538	C	46170	Fusobacterium nucleatum	False	Oral anaerobes	0.0	True	1.0	2.0	MOBV	19337	1013	22.309219	2.348204853400983
CO24	NODE_416_length_19238_cov_19.850753	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.0	False				19238	3429	22.309219	7.989566169528256
CO24	NODE_420_length_18983_cov_15.593882	C	862965	Rothia mucilaginosa	False	Rothia / Actinomyces	0.0	False				18983	2579	22.309219	6.0897873484819565
CO24	NODE_4486_length_2086_cov_483.029050	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	0.0	False				2086	10106	22.309219	217.1603950421467
CO24	NODE_4526_length_2066_cov_4.212332	C	1313	Other/Unknown	False	Other/Unclassified	0.0	False				2066	90	22.309219	1.9526653755387768
CO24	NODE_454_length_17673_cov_33.888750	C	1177574	Bacteroides sp.	False	Oral anaerobes	0.0	False				17673	5781	22.309219	14.662510128667494
CO24	NODE_4590_length_2038_cov_6.735754	C	488	Neisseria meningitidis	False	Neisseria spp.	0.0	True	1.0	1.0		2038	146	22.309219	3.211177479097233
CO24	NODE_5233_length_1790_cov_28.603458	C	488	Neisseria meningitidis	False	Neisseria spp.	0.0	False				1790	539	22.309219	13.497438813781612
CO24	NODE_5462_length_1714_cov_10.018083	C	470	Acinetobacter sp.	False	Other/Unclassified	0.0	False				1714	176	22.309219	4.6027510254888355
CO24	NODE_5478_length_1710_cov_2.380060	C	388919	Neisseria sp.	False	Neisseria spp.	0.0	False				1710	42	22.309219	1.1009530862004595
CO24	NODE_598_length_13867_cov_29.204532	C	712633	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	True	0.9999	0.0		13867	4336	22.309219	14.015945212200393
CO25	NODE_11_length_50167_cov_14.805316	C	1295140	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				50167	7931	1.535017	102.99037262180931
CO25	NODE_14_length_35432_cov_12.124714	C	1295140	Streptococcus sp.	False	Streptococcus / oral Firmicutes	0.0	False				35432	4587	1.535017	84.33733690208707
CO25	NODE_1700_length_2284_cov_13.501570	C	1783272	Terrabacteria (unclassified)	False	Other/Unclassified	0.0	False				2284	326	1.535017	92.98401844199614
CO25	NODE_3147_length_1439_cov_7.721098	C	43675	Stenotrophomonas sp.	False	Stenotrophomonas spp.	0.0	False				1439	113	1.535017	51.15692835372993
CO25	NODE_3219_length_1416_cov_1.800147	C	562	Other/Unknown	False	Other/Unclassified	0.0	False				1416	31	1.535017	14.26215824790972
